;id_event;disease;serotype;latitude;longitude;locality;country;region;observation_date;report_date;species;diagnosis_source;humans_affected;humans_deaths;diagnosis_status;disease_type;serotype_type;species_copy;bird_type;family;scientific_name
849;345387;Influenza - Avian;H5N1 HPAI;44.44854;-95.22981;Redwood;United States of America;Americas;2022-12-14;2022-12-14;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
850;345390;Influenza - Avian;H5N1 HPAI;44.93768;-98.34973;Spink;United States of America;Americas;2022-12-14;2022-12-14;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
851;345389;Influenza - Avian;H5N1 HPAI;44.02218;-96.67102;Moody;United States of America;Americas;2022-12-14;2022-12-14;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
852;345391;Influenza - Avian;H5N1 HPAI;36.28235;-88.74029;Weakley;United States of America;Americas;2022-12-14;2022-12-14;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
853;340525;Influenza - Avian;H5N1 HPAI;32.3502;34.918;KEFAR MONASH;Israel;Asia;2022-12-14;2022-12-22;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
854;338611;Influenza - Avian;H5N1 HPAI;41.581121;-4.655176;Cistérniga;Spain;Europe;2022-12-14;2022-12-22;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
855;338962;Influenza - Avian;H5N1 HPAI;14.3133;6.1533;Alloumoudou/Karofan;Niger;Africa;2022-12-14;2022-12-26;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
856;338974;Influenza - Avian;H5N1 HPAI;40.683;141.369;Misawa-City1;Japan;Asia;2022-12-14;2022-12-28;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
857;339930;Influenza - Avian;H5N1 HPAI;23.97163;120.51684;Puxin Township;Taiwan (Province of China);Asia;2022-12-14;2023-01-07;Domestic,Goose,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Goose,;Domestic;NA;NA
858;339927;Influenza - Avian;H5N1 HPAI;23.88057;120.41545;Zhutang Township;Taiwan (Province of China);Asia;2022-12-14;2023-01-07;Domestic,Goose,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Goose,;Domestic;NA;NA
859;341107;Influenza - Avian;H5N1 HPAI;40.444;-104.692;Weld County;United States of America;Americas;2022-12-14;2023-01-13;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
860;341110;Influenza - Avian;H5N1 HPAI;38.288;-95.249;Anderson County;United States of America;Americas;2022-12-14;2023-01-13;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
861;343835;Influenza - Avian;H5N1 HPAI;38.2682;140.8693;Sendai-City3;Japan;Asia;2022-12-14;2023-02-06;Wild,Peregrin falcon:Falco peregrinus(Falconidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Peregrin falcon:Falco peregrinus(Falconidae),;Wild;Falconidae;Peregrin falcon
862;345393;Influenza - Avian;H5N1 HPAI;38.69735;-87.09747;Daviess;United States of America;Americas;2022-12-13;2022-12-13;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
863;345394;Influenza - Avian;H5N1 HPAI;42.07922;-91.59984;Linn;United States of America;Americas;2022-12-13;2022-12-13;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
864;337608;Influenza - Avian;H5N1 HPAI;50.916;17.833;Lubnów;Poland;Europe;2022-12-13;2022-12-14;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
865;338066;Influenza - Avian;H5N1 HPAI;54.599;18.235;Wejherowo;Poland;Europe;2022-12-13;2022-12-15;Wild,Swan,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Swan,;Wild;NA;NA
866;339582;Influenza - Avian;H5N1 HPAI;37.100408;127.488777; Iljuk-myeon, Anseong-si, Gyeonggi-do, Republic of Korea;Republic of Korea;Asia;2022-12-13;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
867;339932;Influenza - Avian;H5N1 HPAI;23.50249;120.21322;Dongshi Township;Taiwan (Province of China);Asia;2022-12-13;2023-01-07;Domestic,Duck,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Duck,;Domestic;NA;NA
868;339925;Influenza - Avian;H5N1 HPAI;23.50478;120.18725;Dongshi Township;Taiwan (Province of China);Asia;2022-12-13;2023-01-07;Domestic,Duck,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Duck,;Domestic;NA;NA
869;343893;Influenza - Avian;H5N1 HPAI;-21.1101;-70.1207;Caleta San Marcos;Chile;Americas;2022-12-13;2023-02-03;Wild,Cormorant,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Cormorant,;Wild;NA;NA
870;343895;Influenza - Avian;H5N1 HPAI;-27.1088;-70.8515;Playa Las Machas;Chile;Americas;2022-12-13;2023-02-03;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
871;343815;Influenza - Avian;H5N1 HPAI;34.2728;133.7586;Tadotsu-Town1;Japan;Asia;2022-12-13;2023-02-06;Wild,Grey Heron:Ardea cinerea(Ardeidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Grey Heron:Ardea cinerea(Ardeidae),;Wild;Ardeidae;Ardea cinerea
872;345396;Influenza - Avian;H5N1 HPAI;34.234;-85.64765;Cherokee;United States of America;Americas;2022-12-12;2022-12-12;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
873;345395;Influenza - Avian;H5N1 HPAI;42.7354;-95.15071;Buena Vista;United States of America;Americas;2022-12-12;2022-12-12;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
874;345397;Influenza - Avian;H5N1 HPAI;42.38671;-95.49636;Ida;United States of America;Americas;2022-12-12;2022-12-12;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
875;337609;Influenza - Avian;H5N1 HPAI;50.971;17.866;Zbica;Poland;Europe;2022-12-12;2022-12-14;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
876;339363;Influenza - Avian;H5N1 HPAI;43.659;-97.786;Hanson County;United States of America;Americas;2022-12-12;2022-12-30;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
877;339585;Influenza - Avian;H5N1 HPAI;34.383819;126.531516;Songji-myeon, Haenam-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-12;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
878;339586;Influenza - Avian;H5N1 HPAI;35.079577;126.468136;Hampyeong-eup, Hampyeong-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-12;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
879;339584;Influenza - Avian;H5N1 HPAI;35.209488;127.912963;Sugok-myeon, Jinju-si, Gyeongsangnam-do, Republic of Korea;Republic of Korea;Asia;2022-12-12;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
880;341453;Influenza - Avian;H5N1 HPAI;13.794103;121.10182;Sabang;Philippines;Asia;2022-12-12;2023-01-18;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
881;342282;Influenza - Avian;H5N1 HPAI;43.06;-81.8;Municipality of Lambton Shores (ON-IP41);Canada;Americas;2022-12-12;2023-01-19;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
882;342081;Influenza - Avian;H5N1 HPAI;20.907208;-89.977154;Kinchil;Mexico;Americas;2022-12-12;2023-01-20;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
883;343055;Influenza - Avian;H5N1 HPAI;43.06;-81.8;Municipality of Lambton Shores (ON-IP41);Canada;Americas;2022-12-12;2023-01-26;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
884;343619;Influenza - Avian;H5N1 HPAI;47.97445;21.71473;NyÃ­regyhÃ¡za;Hungary;Europe;2022-12-12;2023-02-01;Wild,Rook,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Rook,;Wild;NA;NA
885;343812;Influenza - Avian;H5N1 HPAI;43.3033;144.6007;Shibecha-Town1;Japan;Asia;2022-12-12;2023-02-06;Wild,White tailed eagle (Haliaeetus albicilla),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,White tailed eagle (Haliaeetus albicilla),;Wild;NA;Haliaeetus albicilla
886;337602;Influenza - Avian;H5N1 HPAI;32.3593;34.937;BET HALEWI;Israel;Asia;2022-12-11;2022-12-14;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
887;342065;Influenza - Avian;H5N1 HPAI;8.46374;-74.56898;Villa Mery;Colombia;Americas;2022-12-11;2023-01-24;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
888;343630;Influenza - Avian;H5N1 HPAI;46.689485;19.807464;KiskunfÃ©legyhÃ¡za;Hungary;Europe;2022-12-11;2023-02-01;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
889;337604;Influenza - Avian;H5N1 HPAI;50.968;17.905;Fa kowice;Poland;Europe;2022-12-10;2022-12-14;Wild,Bean goose (Anser fabalis),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Bean goose (Anser fabalis),;Wild;NA;Anser fabalis
890;337603;Influenza - Avian;H5N1 HPAI;50.996;17.896;Fa kowice;Poland;Europe;2022-12-10;2022-12-14;Wild,Bean goose (Anser fabalis),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Bean goose (Anser fabalis),;Wild;NA;Anser fabalis
891;338225;Influenza - Avian;H5N1 HPAI;34.1825;133.7152;Mitoyo-City1;Japan;Asia;2022-12-10;2022-12-16;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
892;338224;Influenza - Avian;H5N1 HPAI;32.0905;130.3526;Izumi-City9;Japan;Asia;2022-12-10;2022-12-16;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
893;339564;Influenza - Avian;H5N1 HPAI;51.72;6.3;Kalkar;Germany;Europe;2022-12-10;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
894;339593;Influenza - Avian;H5N1 HPAI;34.869869;126.444788;Samhyang-eup, Muan-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-10;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
895;339587;Influenza - Avian;H5N1 HPAI;34.842172;126.593666;Sijong-myeon, Yeongam-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-10;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
896;343888;Influenza - Avian;H5N1 HPAI;-22.9163;-70.2896;Playa Punta Itata;Chile;Americas;2022-12-10;2023-02-03;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
897;343551;Influenza - Avian;H5N1 HPAI;-9.322;-77.59;Zoologico Las Rocas;Peru;Americas;2022-12-10;2023-02-05;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
898;343552;Influenza - Avian;H5N1 HPAI;-6.76596;-79.9651;Localidad San Jose';Peru;Americas;2022-12-10;2023-02-05;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
899;343813;Influenza - Avian;H5N1 HPAI;45.1239;142.36;Hamatonbetsu-City1;Japan;Asia;2022-12-10;2023-02-06;Wild,Steller's sea eagle (Haliaeetus pelagicus),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Steller's sea eagle (Haliaeetus pelagicus),;Wild;NA;Haliaeetus pelagicus
900;346616;Influenza - Avian;H5 HPAI;-10.796;-77.709;Localidad de Supe;Peru;Americas;2022-12-10;2023-02-23;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
901;337611;Influenza - Avian;H5N1 HPAI;42.426;-94.989;Sac County;United States of America;Americas;2022-12-09;2022-12-14;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
902;338056;Influenza - Avian;H5N1 HPAI;49.117897;14.703402;Pon draž;Czech Republic;Europe;2022-12-09;2022-12-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
903;338044;Influenza - Avian;H5N1 HPAI;42.908;-76.844;SENECA COUNTY;United States of America;Americas;2022-12-09;2022-12-15;Wild,Grebe,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Grebe,;Wild;NA;NA
904;338405;Influenza - Avian;H5N1 HPAI;51.96;-2.58;Much Marcle, North Herefordshire;U.K. of Great Britain and Northern Ireland;Europe;2022-12-09;2022-12-16;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
905;339594;Influenza - Avian;H5N1 HPAI;35.061086;126.353605;Hyeongyeong-myeon, Muan-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-09;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
906;339659;Influenza - Avian;H5N1 HPAI;34.798333;126.7;Sijong-myeon, Yeongam-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-09;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
907;340148;Influenza - Avian;H5N1 HPAI;56.25;-3.2;Earlsferry, Fife ;U.K. of Great Britain and Northern Ireland;Europe;2022-12-09;2023-01-06;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;Wild;Laridae;NA
908;342064;Influenza - Avian;H5N1 HPAI;9.04095;-75.82724;Traspatio Leonar;Colombia;Americas;2022-12-09;2023-01-24;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
909;343631;Influenza - Avian;H5N1 HPAI;46.59827;19.462954;BÃ³csa;Hungary;Europe;2022-12-09;2023-02-01;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
910;343875;Influenza - Avian;H5N1 HPAI;-20.3368;-70.1476;Playa Blanca;Chile;Americas;2022-12-09;2023-02-03;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
911;343912;Influenza - Avian;H5N1 HPAI;-23.1;-70.45;Mejillones Norte;Chile;Americas;2022-12-09;2023-02-03;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
912;343814;Influenza - Avian;H5N1 HPAI;44.0205;144.2735;Abashiri-City2;Japan;Asia;2022-12-09;2023-02-06;Wild,White tailed eagle (Haliaeetus albicilla),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,White tailed eagle (Haliaeetus albicilla),;Wild;NA;Haliaeetus albicilla
913;343816;Influenza - Avian;H5N1 HPAI;36.871;140.016;Otawara-City1;Japan;Asia;2022-12-09;2023-02-06;Wild,Whooper Swan:Cygnus cygnus(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Whooper Swan:Cygnus cygnus(Anatidae),;Wild;Anatidae;Cygnus cygnus
914;344667;Influenza - Avian;H5N1 HPAI;49.117897;14.703402;PonÄ›draÅ¾;Czech Republic;Europe;2022-12-09;2023-02-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
915;345572;Influenza - Avian;H5N1 HPAI;43.87022;-72.77174;Vermont;United States of America;Americas;2022-12-09;2023-02-21;Wild,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Wild,Unspecified bird,;Wild;NA;Unspecified bird
916;337077;Influenza - Avian;H5N1 HPAI;46.172;8.846;Tenero;Switzerland;Europe;2022-12-08;2022-12-09;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
917;338058;Influenza - Avian;H5N1 HPAI;49.944203;14.609217;Neb enice;Czech Republic;Europe;2022-12-08;2022-12-15;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Chicken,;Domestic;NA;NA
918;338057;Influenza - Avian;H5N1 HPAI;49.909444;14.737564;Hrusice 31;Czech Republic;Europe;2022-12-08;2022-12-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
919;338060;Influenza - Avian;H5N1 HPAI;49.9096;14.736544;Hrusice 29;Czech Republic;Europe;2022-12-08;2022-12-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
920;338378;Influenza - Avian;H5N1 HPAI;51.8;-2.05;Elkstone, Gloucestershire;U.K. of Great Britain and Northern Ireland;Europe;2022-12-08;2022-12-16;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Buzzard,;Wild;NA;NA
921;338226;Influenza - Avian;H5N1 HPAI;32.0905;130.3526;Izumi-City8;Japan;Asia;2022-12-08;2022-12-16;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
922;338376;Influenza - Avian;H5N1 HPAI;47.669;8.983;Steckborn;Switzerland;Europe;2022-12-08;2022-12-19;Wild,Black headed gull (Chroicocephalus ridibundus),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Black headed gull (Chroicocephalus ridibundus),;Wild;NA;Chroicocephalus ridibundus
923;339810;Influenza - Avian;H5N1 HPAI;8.454;-74.60512;Los 4 Hermanos;Colombia;Americas;2022-12-08;2022-12-19;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
924;339660;Influenza - Avian;H5N1 HPAI;34.798333;126.7;Seoho-myeon, Yeongam-gun, Jeollanam-do, Republic of Korea;Republic of Korea;Asia;2022-12-08;2023-01-04;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
925;339937;Influenza - Avian;H5N1 HPAI;52.971;12.763;Storbeck-Frankendorf;Germany;Europe;2022-12-08;2023-01-06;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
926;339935;Influenza - Avian;H5N1 HPAI;53.31;12.24;Meyenburg;Germany;Europe;2022-12-08;2023-01-06;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
927;339959;Influenza - Avian;H5N1 HPAI;53.6;6.72;Borkum;Germany;Europe;2022-12-08;2023-01-06;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;Wild;Laridae;NA
928;341454;Influenza - Avian;H5N1 HPAI;15.18127;121.06135;Calumpang;Philippines;Asia;2022-12-08;2023-01-18;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
929;342066;Influenza - Avian;H5N1 HPAI;8.9448;-75.69858;Traspatio Angel de la Rosa;Colombia;Americas;2022-12-08;2023-01-24;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
930;343817;Influenza - Avian;H5N1 HPAI;35.9115;140.1822;Ryugasaki-City1;Japan;Asia;2022-12-08;2023-02-06;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Mute Swan:Cygnus olor(Anatidae),;Wild;Anatidae;Cygnus olor
931;344659;Influenza - Avian;H5N1 HPAI;49.9096;14.736544;Hrusice 29;Czech Republic;Europe;2022-12-08;2023-02-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
932;344665;Influenza - Avian;H5N1 HPAI;49.909444;14.737564;Hrusice 31;Czech Republic;Europe;2022-12-08;2023-02-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
933;344663;Influenza - Avian;H5N1 HPAI;49.944203;14.609217;NebÅ™enice;Czech Republic;Europe;2022-12-08;2023-02-15;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
934;346514;Influenza - Avian;H5N1 HPAI;49.632381;15.489447;Okrouhlice 1;Czech Republic;Europe;2022-12-08;2023-02-21;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
935;346516;Influenza - Avian;H5N1 HPAI;49.631056;15.495228;Okrouhlice 2;Czech Republic;Europe;2022-12-08;2023-02-21;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
936;346618;Influenza - Avian;H5 HPAI;-12.492813;-76.780344;Pucusana;Peru;Americas;2022-12-08;2023-02-23;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
937;346615;Influenza - Avian;H5 HPAI;-12.2308;-76.930217;Villa El Salvador;Peru;Americas;2022-12-08;2023-02-23;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5;Domestic,Unspecified bird,;Domestic;NA;Unspecified bird
938;346648;Influenza - Avian;H5 HPAI;-18.32;-70.4;Playa Santa Rosa;Peru;Americas;2022-12-08;2023-02-23;Wild,Peruvian Booby (Sula variegata),;OIE;NA;NA;Confirmed;HPAI;H5;Wild,Peruvian Booby (Sula variegata),;Wild;NA;Sula variegata
939;338099;Influenza - Avian;H5 HPAI;33.590278;130.401639;Fukuoka City;Japan;Asia;2022-12-07;2022-12-07;Captive,Mute Swan:Cygnus olor(Anatidae),;National authorities;NA;NA;Confirmed;HPAI;H5;Captive,Mute Swan:Cygnus olor(Anatidae),;Captive;Anatidae;Cygnus olor
940;337078;Influenza - Avian;H5N1 HPAI;54.52857;16.951541;Strzelinko;Poland;Europe;2022-12-07;2022-12-09;Captive,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Captive,Unspecified bird,;Captive;NA;Unspecified bird
941;337613;Influenza - Avian;H5N1 HPAI;46.441;-95.145;Wadena County;United States of America;Americas;2022-12-07;2022-12-14;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
942;337614;Influenza - Avian;H5N1 HPAI;38.491;-91.854;Osage County;United States of America;Americas;2022-12-07;2022-12-14;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
943;337612;Influenza - Avian;H5N1 HPAI;43.665;-97.785;Hanson County;United States of America;Americas;2022-12-07;2022-12-14;Domestic,Turkey,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic,Turkey,;Domestic;NA;NA
944;338183;Influenza - Avian;H5N1 HPAI;-20.806042;-70.194748;Puerto Patache;Chile;Americas;2022-12-07;2022-12-16;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
945;338061;Influenza - Avian;H5N1 HPAI;-19.1015;-70.2799;Playa Camarones;Chile;Americas;2022-12-07;2022-12-16;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild,Pelecanidae (unidentified):Pelecanidae (incognita)(Pelecanidae),;Wild;Pelecanidae;NA
