;id_event;disease;serotype;latitude;longitude;locality;country;region;observation_date;report_date;species;diagnosis_source;humans_affected;humans_deaths;diagnosis_status;disease_type;serotype_type;bird_type;family;scientific_name
15635;312725;Influenza - Avian;H5N1 HPAI;52.101;9.382;Hameln;Germany;Europe;2022-01-19;2022-02-03;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15636;312875;Influenza - Avian;H5N1 HPAI;48.6889;11.3384;Weichering;Germany;Europe;2022-01-19;2022-02-08;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15637;313199;Influenza - Avian;H5N1 HPAI;53.905;9.893;Bad Bramstedt;Germany;Europe;2022-01-19;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15638;313198;Influenza - Avian;H5N1 HPAI;54.082;9.964;Neumünster;Germany;Europe;2022-01-19;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15639;315038;Influenza - Avian;H5N1 HPAI;-34.1;21.6;HPAI_H5_GAU_2021_085;South Africa;Africa;2022-01-19;2022-03-07;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15640;331157;Influenza - Avian;H5N1 HPAI;50.13;-5.5;Longrock;U.K. of Great Britain and Northern Ireland;Europe;2022-01-19;2022-09-09;Wild,Herring Gull:Larus argentatus(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;Larus argentatus
15641;311769;Influenza - Avian;H5N1 HPAI;53.06;6.07;Beetsterzwaag;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15642;311778;Influenza - Avian;H5N1 HPAI;52.27;5.57;Putten;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Gull,Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15643;311772;Influenza - Avian;H5N1 HPAI;52.14;5.88;Hoenderloo;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15644;311775;Influenza - Avian;H5N1 HPAI;51.81;3.95;Ouddorp;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Common Kestrel:Falco tinnunculus(Falconidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Falconidae;Falco tinnunculus
15645;311762;Influenza - Avian;H5N1 HPAI;51.6487;4.52;Klundert;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15646;311763;Influenza - Avian;H5N1 HPAI;51.7005;4.877;Raamsdonksveer;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15647;311770;Influenza - Avian;H5N1 HPAI;52.51;4.74;Uitgeest;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15648;311766;Influenza - Avian;H5N1 HPAI;52.639999;5.096999;Hoorn;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Gadwall,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15649;311765;Influenza - Avian;H5N1 HPAI;52.0335;5.17;Houten;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15650;311764;Influenza - Avian;H5N1 HPAI;52.2096;5.24;Baarn;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Eurasian Sparrowhawk:Accipiter nisus(Accipitridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Accipitridae;Accipiter nisus
15651;311768;Influenza - Avian;H5N1 HPAI;51.82;4.17;Hellevoetsluis;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Eurasian Sparrowhawk:Accipiter nisus(Accipitridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Accipitridae;Accipiter nisus
15652;311776;Influenza - Avian;H5N1 HPAI;52.01;4.3713;Delft;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Cygnus olor
15653;311771;Influenza - Avian;H5N1 HPAI;51.82;4.32;Spijkenisse;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15654;311774;Influenza - Avian;H5N1 HPAI;52.05;4.49;Zoetermeer;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15655;311767;Influenza - Avian;H5N1 HPAI;51.98;4.57;Rotterdam;Netherlands;Europe;2022-01-18;2022-01-18;Wild,Gull,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15656;311971;Influenza - Avian;H5N1 HPAI;35.41;-76.15;Hyde County;United States of America;Americas;2022-01-18;2022-01-18;Wild,Northern shoveler,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;Northern shoveler
15657;311970;Influenza - Avian;H5N1 HPAI;32.596;-80.459;Colleton County;United States of America;Americas;2022-01-18;2022-01-18;Wild,Teal,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15658;311866;Influenza - Avian;H5N1 HPAI;35.6657;140.3181;Yachimata-City1;Japan;Asia;2022-01-18;2022-01-24;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15659;311869;Influenza - Avian;H5N1 HPAI;47.976602;21.715422;Nyíregyháza;Hungary;Europe;2022-01-18;2022-01-24;Wild,Rook,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15660;312380;Influenza - Avian;H5N1 HPAI;51.52;-0.48;Cowley Peachey;U.K. of Great Britain and Northern Ireland;Europe;2022-01-18;2022-01-28;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Cygnus olor
15661;312394;Influenza - Avian;H5N1 HPAI;52.18;1.13;Stonham Aspal;U.K. of Great Britain and Northern Ireland;Europe;2022-01-18;2022-01-28;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15662;312376;Influenza - Avian;H5N1 HPAI;54.06;-1.44;Boroughbridge;U.K. of Great Britain and Northern Ireland;Europe;2022-01-18;2022-01-28;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Cygnus olor
15663;312377;Influenza - Avian;H5N1 HPAI;56.54;-3.47;Murthly;U.K. of Great Britain and Northern Ireland;Europe;2022-01-18;2022-01-28;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15664;312379;Influenza - Avian;H5N1 HPAI;56.21;-3.39;Kinross;U.K. of Great Britain and Northern Ireland;Europe;2022-01-18;2022-01-28;Wild,Accipitridae (Accipitridae),Wild,Goose,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Accipitridae;NA
15665;312232;Influenza - Avian;H5N1 HPAI;45.8764;15.3352;Skocjan;Slovenia;Europe;2022-01-18;2022-01-28;Wild,Mute Swan:Cygnus olor(Anatidae),Wild,Grey Heron:Ardea cinerea(Ardeidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Cygnus olor
15666;312234;Influenza - Avian;H5N1 HPAI;45.9278;14.6776;Bostanj pond;Slovenia;Europe;2022-01-18;2022-01-28;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Cygnus olor
15667;312407;Influenza - Avian;H5N1 HPAI;35.896111;126.988333;Masan-ri;Republic of Korea;Asia;2022-01-18;2022-01-28;Wild,Mallard:Anas platyrhynchos(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Anas platyrhynchos
15668;312406;Influenza - Avian;H5N1 HPAI;35.9087;126.9998;Chunpo-ri;Republic of Korea;Asia;2022-01-18;2022-01-28;Wild,Spot-billed Duck:Anas poecilorhyncha(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Anas poecilorhyncha
15669;312508;Influenza - Avian;H5N1 HPAI;9.0057;8.2808;ANDAHA JOS ROAD;Nigeria;Africa;2022-01-18;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15670;312498;Influenza - Avian;H5N1 HPAI;9.742;8.733;BUKURU;Nigeria;Africa;2022-01-18;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15671;312497;Influenza - Avian;H5N1 HPAI;9.6809;8.7324;OFF STATE LOWCOAST;Nigeria;Africa;2022-01-18;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15672;312494;Influenza - Avian;H5N1 HPAI;11.4122;8.2471;GWARMAI;Nigeria;Africa;2022-01-18;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15673;312511;Influenza - Avian;H5N1 HPAI;11.9736;8.3538;LENGEL;Nigeria;Africa;2022-01-18;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15674;313257;Influenza - Avian;H5N1 HPAI;53.863;9.322;Brokdorf;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15675;313292;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Büttel;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15676;313243;Influenza - Avian;H5N1 HPAI;53.555211;10.765201;Gudow;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15677;313205;Influenza - Avian;H5N1 HPAI;53.775;9.803;Heede;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15678;313204;Influenza - Avian;H5N1 HPAI;53.672908;9.660282;Moorege;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15679;313203;Influenza - Avian;H5N1 HPAI;53.792;9.427;Glückstadt;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15680;313249;Influenza - Avian;H5N1 HPAI;54.266913;9.584761;Nübbel;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15681;313202;Influenza - Avian;H5N1 HPAI;53.969602;9.39816;Kleve;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15682;313258;Influenza - Avian;H5N1 HPAI;54.001;9.382;Vaale;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15683;313206;Influenza - Avian;H5N1 HPAI;53.645795;9.834625;Rellingen;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15684;313212;Influenza - Avian;H5N1 HPAI;54.086;9.077;Meldorf;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15685;313213;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Brunsbüttel;Germany;Europe;2022-01-18;2022-02-10;Wild,Crow,Wild,Strigidae (unidentified):Strigidae (incognita)(Strigidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Strigidae;NA
15686;313217;Influenza - Avian;H5N1 HPAI;53.76;9.838;Hemdingen;Germany;Europe;2022-01-18;2022-02-10;Wild,Accipitridae (unidentified):Accipitridae (incognita)(Accipitridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Accipitridae;NA
15687;313200;Influenza - Avian;H5N1 HPAI;54.406;9.295;Wohlde;Germany;Europe;2022-01-18;2022-02-10;Wild,Strigidae (unidentified):Strigidae (incognita)(Strigidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Strigidae;NA
15688;313293;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Kollmar;Germany;Europe;2022-01-18;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15689;313216;Influenza - Avian;H5N1 HPAI;53.649735;9.662899;Heist;Germany;Europe;2022-01-18;2022-02-10;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;NA
15691;314109;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Büsum;Germany;Europe;2022-01-18;2022-02-16;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;NA
15692;313526;Influenza - Avian;H5N1 HPAI;25.59;85.0966;Poultry Research and Training Centre, BASU, Patna;India;Asia;2022-01-18;2022-02-18;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15693;314752;Influenza - Avian;H5N1 HPAI;49.58;-57.92;Northern Peninsula;Canada;Americas;2022-01-18;2022-03-01;Wild,Crow,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15694;315536;Influenza - Avian;H5N1 HPAI;56.21;-3.39;Kinross;U.K. of Great Britain and Northern Ireland;Europe;2022-01-18;2022-03-11;Wild,Goose,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15695;329924;Influenza - Avian;H5N1 HPAI;10.28295;11.14778;Gombe;Nigeria;Africa;2022-01-18;2022-08-26;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15696;342438;Influenza - Avian;H5N1 HPAI;49.58;-57.92;Northern Peninsula;Canada;Americas;2022-01-18;2023-01-19;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15697;346875;Influenza - Avian;H5N1 HPAI;49.58;-57.92;Northern Peninsula;Canada;Americas;2022-01-18;2023-02-24;Wild,American crow (Corvus brachyrhynchos),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;Corvus brachyrhynchos)
15698;311827;Influenza - Avian;H5N1 HPAI;51.699;6.43;xanten;Germany;Europe;2022-01-17;2022-01-19;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15699;311826;Influenza - Avian;H5N1 HPAI;50.7126;7.145;Bonn;Germany;Europe;2022-01-17;2022-01-19;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15700;311833;Influenza - Avian;H5N1 HPAI;-25.9;28.4;HPAI_H5N1_2021_W_057;South Africa;Africa;2022-01-17;2022-01-20;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15701;311956;Influenza - Avian;H5N1 HPAI;53.614;11.42;Schwerin;Germany;Europe;2022-01-17;2022-01-24;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;NA
15702;312073;Influenza - Avian;H5N1 HPAI;51.734;18.863;Rzeczyca     ;Poland;Europe;2022-01-17;2022-01-26;Domestic,Duck,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Anatidae;NA
15703;312072;Influenza - Avian;H5N1 HPAI;50.05;22.48;Przeworsk;Poland;Europe;2022-01-17;2022-01-26;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15704;312329;Influenza - Avian;H5N1 HPAI;26.521401;87.310642;Gramthan-1, Khuniyakatta, Morang;Nepal;Asia;2022-01-17;2022-01-28;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15705;312395;Influenza - Avian;H5N1 HPAI;55.07;-1.47;Old Hartley;U.K. of Great Britain and Northern Ireland;Europe;2022-01-17;2022-01-28;Wild,Common Kestrel:Falco tinnunculus(Falconidae),Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Falconidae;Falco tinnunculus
15706;312387;Influenza - Avian;H5N1 HPAI;51.91;-2.56;Ross-on-Wye, Hereford and South Herefordshire;U.K. of Great Britain and Northern Ireland;Europe;2022-01-17;2022-01-28;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15707;312386;Influenza - Avian;H5N1 HPAI;55.27;-3.18;Eskdalemuir;U.K. of Great Britain and Northern Ireland;Europe;2022-01-17;2022-01-28;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15708;312383;Influenza - Avian;H5N1 HPAI;56.8;-2.7;Edzell;U.K. of Great Britain and Northern Ireland;Europe;2022-01-17;2022-01-28;Wild,Buzzard,Wild,Kite,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15709;312409;Influenza - Avian;H5N1 HPAI;35.9081;126.9996;Ghunpo-ri;Republic of Korea;Asia;2022-01-17;2022-01-28;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15710;312405;Influenza - Avian;H5N1 HPAI;54.29;-4.48;Ballaugh, Isle of Man;Isle of Man;Europe;2022-01-17;2022-01-28;Wild,Phasianidae (unidentified):Phasianidae (incognita)(Phasianidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Phasianidae;NA
15711;312500;Influenza - Avian;H5N1 HPAI;8.81;7.7028;NEW KARU;Nigeria;Africa;2022-01-17;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15712;312495;Influenza - Avian;H5N1 HPAI;9.7163;8.7278;ZARMANGANDA ROAD RAYFIELD;Nigeria;Africa;2022-01-17;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15713;312507;Influenza - Avian;H5N1 HPAI;8.7956;7.2062;KUJE;Nigeria;Africa;2022-01-17;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15714;312499;Influenza - Avian;H5N1 HPAI;10.4014;8.5575;KAYARDA, SAMINAKA;Nigeria;Africa;2022-01-17;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15715;312496;Influenza - Avian;H5N1 HPAI;12.026;8.4397;WALAWA;Nigeria;Africa;2022-01-17;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15716;313251;Influenza - Avian;H5N1 HPAI;54.169;10.046;Bordesholm;Germany;Europe;2022-01-17;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15717;313261;Influenza - Avian;H5N1 HPAI;54.216;10.875;lensahn;Germany;Europe;2022-01-17;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15718;313262;Influenza - Avian;H5N1 HPAI;54.582;8.915;Reußenköge;Germany;Europe;2022-01-17;2022-02-10;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;NA
15719;313254;Influenza - Avian;H5N1 HPAI;54.13;8.864;Büsum;Germany;Europe;2022-01-17;2022-02-10;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;NA
15720;313255;Influenza - Avian;H5N1 HPAI;54.069;9.939;Neumünster;Germany;Europe;2022-01-17;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15721;313201;Influenza - Avian;H5N1 HPAI;53.866;10.257;Leezen;Germany;Europe;2022-01-17;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15722;313209;Influenza - Avian;H5N1 HPAI;54.37;10.105;Kiel;Germany;Europe;2022-01-17;2022-02-10;Wild,Anatidae (unidentified):Anatidae (incognita)(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;NA
15723;313299;Influenza - Avian;H5N1 HPAI;54.47;9.513889;Heiligenhafen;Germany;Europe;2022-01-17;2022-02-10;Wild,Laridae (unidentified):Laridae (incognita)(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;NA
15724;314305;Influenza - Avian;H5N1 HPAI;42.2245;3.0955;Castelló d'Empuries;Spain;Europe;2022-01-17;2022-02-22;Wild,Stork,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15725;315897;Influenza - Avian;H5N1 HPAI;-25.9;28.4;HPAI_H5N1_2021_W_057;South Africa;Africa;2022-01-17;2022-03-14;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15726;325402;Influenza - Avian;H5N1 HPAI;55.07;-1.47;Old Hartley;U.K. of Great Britain and Northern Ireland;Europe;2022-01-17;2022-06-24;Wild,Northern Gannet:Morus bassanus(Sulidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Sulidae;Morus bassanus
15727;329349;Influenza - Avian;H5N1 HPAI;55.07;-1.47;Old Hartley;U.K. of Great Britain and Northern Ireland;Europe;2022-01-17;2022-08-12;Wild,Herring Gull:Larus argentatus(Laridae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Laridae;Larus argentatus
15728;343227;Influenza - Avian;H5N1 HPAI;40.587;-105.079;Larimer County;United States of America;Americas;2022-01-17;2023-01-26;Domestic,Unspecified bird,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15729;345303;Influenza - Avian;H5N1 HPAI;19.93;105.51;Xuan Truong;Viet Nam;Asia;2022-01-17;2023-01-30;Domestic,Unspecified bird,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Domestic;Unspecified bird;Unspecified bird
15730;311931;Influenza - Avian;H5N1 HPAI;51.04729;3.74131;Ghent;Belgium;Europe;2022-01-16;2022-01-24;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15731;312501;Influenza - Avian;H5N1 HPAI;10.2791;10.9647;NEW GRA;Nigeria;Africa;2022-01-16;2022-01-30;Domestic,Chicken,;OIE;NA;NA;Confirmed;HPAI;H5N1;Domestic;Phasianidae;NA
15732;313312;Influenza - Avian;H5N1 HPAI;35.41;-76.15;Hyde County;United States of America;Americas;2022-01-16;2022-02-14;Wild,Northern shoveler,;National authorities;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;Northern shoveler
15733;313314;Influenza - Avian;H5 HPAI;35.41;-76.15;Hyde County;United States of America;Americas;2022-01-16;2022-02-14;Wild,Gadwall,Wild,Northern shoveler,;National authorities;NA;NA;Confirmed;HPAI;H5;Wild;NA;Northern shoveler
15734;311805;Influenza - Avian;H5N1 HPAI;38.07978;-8.78044;LAGOA DE SANTO ANDRE;Portugal;Europe;2022-01-15;2022-01-19;Wild,Greylag Goose:Anser anser(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Anser anser
15735;311930;Influenza - Avian;H5N1 HPAI;50.96664;5.69628;Maasmechelen;Belgium;Europe;2022-01-15;2022-01-24;Wild,Greylag Goose:Anser anser(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Anser anser
15736;312233;Influenza - Avian;H5N1 HPAI;45.9133;14.6846;Radensko polje;Slovenia;Europe;2022-01-15;2022-01-28;Wild,Mute Swan:Cygnus olor(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Cygnus olor
15737;313242;Influenza - Avian;H5N1 HPAI;53.926;10.001;Hasenmoor;Germany;Europe;2022-01-15;2022-02-10;Wild,Swan,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15739;324707;Influenza - Avian;H5N1 HPAI;55.062;10.3673;Dybskrog;Denmark;Europe;2022-01-15;2022-06-14;Wild,Buzzard,;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;NA;NA
15740;311589;Influenza - Avian;H5N1 HPAI;52.344;5.143;Almere;Netherlands;Europe;2022-01-14;2022-01-14;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
15741;311600;Influenza - Avian;H5N1 HPAI;52.675;5.897;Kraggenburg;Netherlands;Europe;2022-01-14;2022-01-14;Wild,Barnacle Goose:Branta leucopsis(Anatidae),;OIE;NA;NA;Confirmed;HPAI;H5N1;Wild;Anatidae;Branta leucopsis
